prev_index;exer;ndept;COMPTE_T;ident;lbudg;COMPTE;value;remboursement
2078;2018;035;77;22350001800013;DEP ILLE-ET-VILAINE;7718;9326.76;True
2079;2018;036;10;22360001600016;DEP INDRE;1068;17762216.53;True
2080;2018;036;13;22360001600016;DEP INDRE;1341;1097604.0;True
2081;2018;036;16;22360001600016;DEP INDRE;165;0.0;True
2082;2018;036;70;22360001600016;DEP INDRE;70848;1409370.96;True
2083;2018;036;73;22360001600016;DEP INDRE;7322;190976.72;True
2084;2018;036;74;22360001600016;DEP INDRE;7482;13125.0;True
2085;2018;036;75;22360001600016;DEP INDRE;7588;85232.69;True
2086;2018;036;76;22360001600016;DEP INDRE;761;200442.25;True
2087;2018;036;77;22360001600016;DEP INDRE;7718;74.8;True
2088;2018;037;10;22370001400010;DEP INDRE-ET-LOIRE 37;1068;64359739.04;True
2089;2018;037;13;22370001400010;DEP INDRE-ET-LOIRE 37;13272;0.0;True
2090;2018;037;16;22370001400010;DEP INDRE-ET-LOIRE 37;16449;27172958.93;True
2091;2018;037;70;22370001400010;DEP INDRE-ET-LOIRE 37;70878;158341.81;True
2092;2018;037;73;22370001400010;DEP INDRE-ET-LOIRE 37;7398;0.0;True
2093;2018;037;74;22370001400010;DEP INDRE-ET-LOIRE 37;7482;48591.0;True
2094;2018;037;75;22370001400010;DEP INDRE-ET-LOIRE 37;7588;290022.87;True
2095;2018;037;76;22370001400010;DEP INDRE-ET-LOIRE 37;7688;218858.88;True
2096;2018;037;77;22370001400010;DEP INDRE-ET-LOIRE 37;7718;40652.58;True
2097;2018;038;10;22380001200013;DEP ISERE;1068;88978141.16;True
2098;2018;038;13;22380001200013;DEP ISERE;1341;0.0;True
2099;2018;038;16;22380001200013;DEP ISERE;16449;0.0;True
2100;2018;038;70;22380001200013;DEP ISERE;7083;853638.47;True
2101;2018;038;73;22380001200013;DEP ISERE;7398;0.0;True
2102;2018;038;74;22380001200013;DEP ISERE;7482;242820.0;True
2103;2018;038;75;22380001200013;DEP ISERE;7588;3308514.48;True
2104;2018;038;76;22380001200013;DEP ISERE;7621;820.38;True
2105;2018;038;77;22380001200013;DEP ISERE;7718;107060.27;True
2106;2018;039;10;22390001000362;DEP JURA;1068;31192004.86;True
2107;2018;039;13;22390001000362;DEP JURA;13272;0.0;True
2108;2018;039;16;22390001000362;DEP JURA;165;0.0;True
2109;2018;039;70;22390001000362;DEP JURA;7083;103077.35;True
2110;2018;039;73;22390001000362;DEP JURA;7398;0.0;True
2111;2018;039;74;22390001000362;DEP JURA;7461;1708947.0;True
2112;2018;039;75;22390001000362;DEP JURA;7588;864541.72;True
2113;2018;039;76;22390001000362;DEP JURA;7688;710.48;True
2114;2018;039;77;22390001000362;DEP JURA;777;0.0;True
2115;2018;040;10;22400001800016;DEP DES LANDES;1068;50574658.77;True
2116;2018;040;13;22400001800016;DEP DES LANDES;13272;0.0;True
2117;2018;040;16;22400001800016;DEP DES LANDES;1641;22000000.0;True
2118;2018;040;70;22400001800016;DEP DES LANDES;70848;1683556.36;True
2119;2018;040;73;22400001800016;DEP DES LANDES;7322;367718.57;True
2120;2018;040;74;22400001800016;DEP DES LANDES;7482;36972.0;True
2121;2018;040;75;22400001800016;DEP DES LANDES;7588;0.27;True
2122;2018;040;76;22400001800016;DEP DES LANDES;761;157000.0;True
2123;2018;040;77;22400001800016;DEP DES LANDES;7718;1.36;True
2124;2018;041;10;22410001600019;DEP LOIR-ET-CHER;1068;22971841.07;True
2125;2018;041;13;22410001600019;DEP LOIR-ET-CHER;1341;762325.0;True
2126;2018;041;16;22410001600019;DEP LOIR-ET-CHER;16449;0.0;True
2127;2018;041;70;22410001600019;DEP LOIR-ET-CHER;70878;176441.83;True
2128;2018;041;73;22410001600019;DEP LOIR-ET-CHER;7322;178853.73;True
2129;2018;041;74;22410001600019;DEP LOIR-ET-CHER;7482;22348.0;True
2130;2018;041;75;22410001600019;DEP LOIR-ET-CHER;7588;412885.07;True
2131;2018;041;76;22410001600019;DEP LOIR-ET-CHER;7688;22808.95;True
2132;2018;041;77;22410001600019;DEP LOIR-ET-CHER;7718;8140.39;True
2133;2018;042;10;22420001400013;DEP LOIRE;1068;25268972.81;True
2134;2018;042;13;22420001400013;DEP LOIRE;13272;0.0;True
2135;2018;042;16;22420001400013;DEP LOIRE;16449;1868963.14;True
2136;2018;042;70;22420001400013;DEP LOIRE;7083;3978.0;True
2137;2018;042;73;22420001400013;DEP LOIRE;7322;770925.81;True
2138;2018;042;74;22420001400013;DEP LOIRE;7482;54735.0;True
2139;2018;042;75;22420001400013;DEP LOIRE;7588;582086.82;True
2140;2018;042;76;22420001400013;DEP LOIRE;7688;129569.35;True
2141;2018;042;77;22420001400013;DEP LOIRE;7718;2003357.64;True
2142;2018;043;10;22430001200016;DEP HAUTE-LOIRE;1068;23510821.51;True
2143;2018;043;13;22430001200016;DEP HAUTE-LOIRE;1341;1106352.89;True
2144;2018;043;16;22430001200016;DEP HAUTE-LOIRE;16441;0.0;True
2145;2018;043;70;22430001200016;DEP HAUTE-LOIRE;70878;144927.44;True
2146;2018;043;73;22430001200016;DEP HAUTE-LOIRE;7398;0.0;True
2147;2018;043;74;22430001200016;DEP HAUTE-LOIRE;7482;17925.0;True
2148;2018;043;75;22430001200016;DEP HAUTE-LOIRE;7588;188.76;True
2149;2018;043;76;22430001200016;DEP HAUTE-LOIRE;7688;4562.73;True
2150;2018;043;77;22430001200016;DEP HAUTE-LOIRE;777;0.0;True
2151;2018;044;10;22440002800011;DEP LOIRE-ATLANTIQUE;1068;40997928.18;True
2152;2018;044;13;22440002800011;DEP LOIRE-ATLANTIQUE;13272;416161.55;True
2153;2018;044;16;22440002800011;DEP LOIRE-ATLANTIQUE;16449;7333338.0;True
2154;2018;044;70;22440002800011;DEP LOIRE-ATLANTIQUE;7083;114989.77;True
2155;2018;044;73;22440002800011;DEP LOIRE-ATLANTIQUE;7398;0.0;True
2156;2018;044;74;22440002800011;DEP LOIRE-ATLANTIQUE;7461;7750562.0;True
2157;2018;044;75;22440002800011;DEP LOIRE-ATLANTIQUE;7588;238051.32;True
2158;2018;044;76;22440002800011;DEP LOIRE-ATLANTIQUE;7621;3219.19;True
2159;2018;044;77;22440002800011;DEP LOIRE-ATLANTIQUE;777;0.0;True
2160;2018;045;10;22450001700013;DEP LOIRET;1068;103730217.56;True
2161;2018;045;13;22450001700013;DEP LOIRET;1341;35257.0;True
2162;2018;045;16;22450001700013;DEP LOIRET;165;247.9;True
2163;2018;045;70;22450001700013;DEP LOIRET;70848;346573.69;True
2164;2018;045;73;22450001700013;DEP LOIRET;7398;0.0;True
2165;2018;045;74;22450001700013;DEP LOIRET;7482;37443.0;True
2166;2018;045;75;22450001700013;DEP LOIRET;7588;211640.81;True
2167;2018;045;76;22450001700013;DEP LOIRET;7621;278.8;True
2168;2018;045;77;22450001700013;DEP LOIRET;7718;738017.86;True
2169;2018;046;10;22460001500511;DEP LOT;1068;11754665.89;True
2170;2018;046;13;22460001500511;DEP LOT;13272;0.0;True
2171;2018;046;16;22460001500511;DEP LOT;16441;0.0;True
2172;2018;046;70;22460001500511;DEP LOT;70878;2613.29;True
2173;2018;046;73;22460001500511;DEP LOT;7322;218998.0;True
2174;2018;046;74;22460001500511;DEP LOT;7461;1539490.0;True
2175;2018;046;75;22460001500511;DEP LOT;7588;143870.23;True
2176;2018;046;76;22460001500511;DEP LOT;7688;35516.94;True
2177;2018;046;77;22460001500511;DEP LOT;7718;47.03;True
2178;2018;047;10;22470001300424;DEP LOT-ET-GARONNE;1068;38426051.19;True
2179;2018;047;13;22470001300424;DEP LOT-ET-GARONNE;13272;0.0;True
2180;2018;047;16;22470001300424;DEP LOT-ET-GARONNE;16441;0.0;True
2181;2018;047;70;22470001300424;DEP LOT-ET-GARONNE;70323;377552.48;True
2182;2018;047;73;22470001300424;DEP LOT-ET-GARONNE;7398;0.0;True
2183;2018;047;74;22470001300424;DEP LOT-ET-GARONNE;7478222;234836.24;True
2184;2018;047;75;22470001300424;DEP LOT-ET-GARONNE;7588;2711.73;True
2185;2018;047;76;22470001300424;DEP LOT-ET-GARONNE;7688;18370.53;True
2186;2018;047;77;22470001300424;DEP LOT-ET-GARONNE;7718;25651.28;True
2187;2018;048;10;22480001100013;DEP LOZERE;1068;3959578.34;True
2188;2018;048;13;22480001100013;DEP LOZERE;13272;0.0;True
2189;2018;048;16;22480001100013;DEP LOZERE;165;1700.0;True
2190;2018;048;70;22480001100013;DEP LOZERE;70848;639670.33;True
2191;2018;048;73;22480001100013;DEP LOZERE;7398;0.0;True
2192;2018;048;74;22480001100013;DEP LOZERE;7461;1543322.0;True
2193;2018;048;75;22480001100013;DEP LOZERE;7588;1537.26;True
2194;2018;048;76;22480001100013;DEP LOZERE;761;3404.25;True
2195;2018;048;77;22480001100013;DEP LOZERE;7718;631.79;True
2196;2018;049;10;22490001900015;DEP MAINE ET LOIRE;1068;27816010.38;True
2197;2018;049;13;22490001900015;DEP MAINE ET LOIRE;13272;0.0;True
2198;2018;049;16;22490001900015;DEP MAINE ET LOIRE;16449;12000000.0;True
2199;2018;049;70;22490001900015;DEP MAINE ET LOIRE;7083;369.9;True
2200;2018;049;73;22490001900015;DEP MAINE ET LOIRE;7398;0.0;True
2201;2018;049;74;22490001900015;DEP MAINE ET LOIRE;7482;52681.0;True
2202;2018;049;75;22490001900015;DEP MAINE ET LOIRE;7588;506794.21;True
2203;2018;049;76;22490001900015;DEP MAINE ET LOIRE;7688;26594.72;True
2204;2018;049;77;22490001900015;DEP MAINE ET LOIRE;7718;18492.82;True
2205;2018;050;10;22500502400081;DEP MANCHE;1068;25659626.32;True
2206;2018;050;13;22500502400081;DEP MANCHE;1341;0.0;True
2207;2018;050;16;22500502400081;DEP MANCHE;16311;0.0;True
2208;2018;050;70;22500502400081;DEP MANCHE;7083;15616.33;True
2209;2018;050;73;22500502400081;DEP MANCHE;7398;0.0;True
2210;2018;050;74;22500502400081;DEP MANCHE;7482;42949.0;True
2211;2018;050;75;22500502400081;DEP MANCHE;7588;363630.94;True
2212;2018;050;76;22500502400081;DEP MANCHE;7621;56433.55;True
2213;2018;050;77;22500502400081;DEP MANCHE;7718;46773.12;True
2214;2018;051;10;22510001500018;DEP MARNE;1068;32685769.83;True
2215;2018;051;13;22510001500018;DEP MARNE;1341;1474023.09;True
2216;2018;051;16;22510001500018;DEP MARNE;165;530.0;True
2217;2018;051;70;22510001500018;DEP MARNE;7083;55772.67;True
2218;2018;051;73;22510001500018;DEP MARNE;7398;0.0;True
2219;2018;051;74;22510001500018;DEP MARNE;7482;186932.0;True
2220;2018;051;75;22510001500018;DEP MARNE;7588;0.68;True
2221;2018;051;76;22510001500018;DEP MARNE;764;4977.85;True
2222;2018;051;77;22510001500018;DEP MARNE;7718;121.92;True
2223;2018;052;10;22520001300012;DEP HAUTE-MARNE;1068;17077154.24;True
2224;2018;052;13;22520001300012;DEP HAUTE-MARNE;1341;3362629.0;True
2225;2018;052;16;22520001300012;DEP HAUTE-MARNE;16441;0.0;True
2226;2018;052;70;22520001300012;DEP HAUTE-MARNE;7083;3608.28;True
2227;2018;052;73;22520001300012;DEP HAUTE-MARNE;7398;0.0;True
2228;2018;052;74;22520001300012;DEP HAUTE-MARNE;7461;1685736.0;True
2229;2018;052;75;22520001300012;DEP HAUTE-MARNE;7588;231350.48;True
2230;2018;052;76;22520001300012;DEP HAUTE-MARNE;761;2481.71;True
2231;2018;052;77;22520001300012;DEP HAUTE-MARNE;7718;248644.51;True
2232;2018;053;10;22530001100015;DEP MAYENNE;1068;29572557.05;True
2233;2018;053;13;22530001100015;DEP MAYENNE;1318;0.0;True
2234;2018;053;16;22530001100015;DEP MAYENNE;16449;1866666.64;True
2235;2018;053;70;22530001100015;DEP MAYENNE;7083;55630.4;True
2236;2018;053;73;22530001100015;DEP MAYENNE;7322;149431.84;True
2237;2018;053;74;22530001100015;DEP MAYENNE;7482;16062.0;True
2238;2018;053;75;22530001100015;DEP MAYENNE;7588;182882.55;True
2239;2018;053;77;22530001100015;DEP MAYENNE;7718;31857.81;True
2240;2018;054;10;22540001900785;DEP MEURTHE-ET-MOSELLE;1068;29048000.0;True
2241;2018;054;13;22540001900785;DEP MEURTHE-ET-MOSELLE;1341;675622.0;True
2242;2018;054;16;22540001900785;DEP MEURTHE-ET-MOSELLE;1641;15000000.0;True
2243;2018;054;70;22540001900785;DEP MEURTHE-ET-MOSELLE;7083;4878.84;True
2244;2018;054;73;22540001900785;DEP MEURTHE-ET-MOSELLE;7398;0.0;True
2245;2018;054;74;22540001900785;DEP MEURTHE-ET-MOSELLE;7482;35588.0;True
2246;2018;054;75;22540001900785;DEP MEURTHE-ET-MOSELLE;7588;9061.21;True
2247;2018;054;76;22540001900785;DEP MEURTHE-ET-MOSELLE;7688;33897.35;True
2248;2018;054;77;22540001900785;DEP MEURTHE-ET-MOSELLE;7718;1025792.45;True
2249;2018;055;10;22550001600152;DEP MEUSE;1068;3993426.97;True
2250;2018;055;13;22550001600152;DEP MEUSE;1341;1309545.0;True
2251;2018;055;16;22550001600152;DEP MEUSE;16449;17500000.0;True
2252;2018;055;70;22550001600152;DEP MEUSE;7083;48576.27;True
2253;2018;055;73;22550001600152;DEP MEUSE;7398;0.0;True
2254;2018;055;74;22550001600152;DEP MEUSE;7482;7926.0;True
2255;2018;055;75;22550001600152;DEP MEUSE;7588;341321.27;True
2256;2018;055;76;22550001600152;DEP MEUSE;7688;1932917.9;True
2257;2018;055;77;22550001600152;DEP MEUSE;7718;390307.03;True
2258;2018;056;10;22560001400016;DEP MORBIHAN;1068;94637007.25;True
2259;2018;056;13;22560001400016;DEP MORBIHAN;1341;3113159.0;True
2260;2018;056;16;22560001400016;DEP MORBIHAN;165;0.0;True
2261;2018;056;70;22560001400016;DEP MORBIHAN;70848;241723.83;True
2262;2018;056;73;22560001400016;DEP MORBIHAN;7398;0.0;True
2263;2018;056;74;22560001400016;DEP MORBIHAN;7482;72128.0;True
2264;2018;056;75;22560001400016;DEP MORBIHAN;7588;356617.46;True
2265;2018;056;76;22560001400016;DEP MORBIHAN;7688;155941.56;True
2266;2018;056;77;22560001400016;DEP MORBIHAN;7718;750545.46;True
2267;2018;057;10;22570001200019;DEP MOSELLE;1068;103663662.9;True
2268;2018;057;13;22570001200019;DEP MOSELLE;1341;176402.29;True
2269;2018;057;16;22570001200019;DEP MOSELLE;16449;58992626.2;True
2270;2018;057;70;22570001200019;DEP MOSELLE;7083;2000.0;True
2271;2018;057;73;22570001200019;DEP MOSELLE;7322;772433.9;True
2272;2018;057;74;22570001200019;DEP MOSELLE;7482;44394.0;True
2273;2018;057;75;22570001200019;DEP MOSELLE;7535;54830.12;True
2274;2018;057;76;22570001200019;DEP MOSELLE;7621;8002.65;True
2275;2018;057;77;22570001200019;DEP MOSELLE;7718;5222.0;True
2276;2018;058;10;22580001000012;DEP NIEVRE;1068;12259610.73;True
2277;2018;058;13;22580001000012;DEP NIEVRE;13272;0.0;True
2278;2018;058;16;22580001000012;DEP NIEVRE;165;1025.81;True
2279;2018;058;70;22580001000012;DEP NIEVRE;7083;11614.7;True
2280;2018;058;73;22580001000012;DEP NIEVRE;7398;0.0;True
2281;2018;058;74;22580001000012;DEP NIEVRE;7478222;20000.0;True
2282;2018;058;75;22580001000012;DEP NIEVRE;7588;81156.86;True
2283;2018;058;76;22580001000012;DEP NIEVRE;761;1219.52;True
2284;2018;058;77;22580001000012;DEP NIEVRE;7718;30230.42;True
2285;2018;059;10;22590001801244;DEP NORD;1068;91083322.93;True
2286;2018;059;13;22590001801244;DEP NORD;13272;170000.0;True
2287;2018;059;16;22590001801244;DEP NORD;16449;20000000.0;True
2288;2018;059;70;22590001801244;DEP NORD;7083;29165.84;True
2289;2018;059;73;22590001801244;DEP NORD;7322;2032103.53;True
2290;2018;059;74;22590001801244;DEP NORD;7482;118155.0;True
2291;2018;059;75;22590001801244;DEP NORD;7588;764409.56;True
2292;2018;059;76;22590001801244;DEP NORD;7621;5289.66;True
2293;2018;059;77;22590001801244;DEP NORD;7718;1962615.36;True
2294;2018;060;10;22600001600403;DEP OISE;1068;126227838.13;True
2295;2018;060;13;22600001600403;DEP OISE;1341;76128.36;True
2296;2018;060;16;22600001600403;DEP OISE;16449;9333337.0;True
2297;2018;060;70;22600001600403;DEP OISE;70878;115043.33;True
2298;2018;060;73;22600001600403;DEP OISE;7398;0.0;True
2299;2018;060;74;22600001600403;DEP OISE;7482;53847.0;True
2300;2018;060;75;22600001600403;DEP OISE;7588;2620405.31;True
2301;2018;060;76;22600001600403;DEP OISE;761;0.24;True
2302;2018;060;77;22600001600403;DEP OISE;7718;155955.79;True
2303;2018;061;10;22610001400134;DEP ORNE;1068;7075642.88;True
2304;2018;061;13;22610001400134;DEP ORNE;1341;2119188.95;True
2305;2018;061;16;22610001400134;DEP ORNE;16449;21190480.0;True
2306;2018;061;70;22610001400134;DEP ORNE;70848;3165556.63;True
2307;2018;061;73;22610001400134;DEP ORNE;7398;0.0;True
2308;2018;061;74;22610001400134;DEP ORNE;7461;3038363.0;True
2309;2018;061;75;22610001400134;DEP ORNE;7588;7085.0;True
2310;2018;061;76;22610001400134;DEP ORNE;7621;5327.15;True
2311;2018;061;77;22610001400134;DEP ORNE;777;0.0;True
2312;2018;062;10;22620001200012;DEP PAS-DE-CALAIS;1068;118546024.01;True
2313;2018;062;13;22620001200012;DEP PAS-DE-CALAIS;1341;2001558.27;True
2314;2018;062;16;22620001200012;DEP PAS-DE-CALAIS;16449;67566669.0;True
2315;2018;062;70;22620001200012;DEP PAS-DE-CALAIS;7083;24434.77;True
2316;2018;062;73;22620001200012;DEP PAS-DE-CALAIS;7398;0.0;True
2317;2018;062;74;22620001200012;DEP PAS-DE-CALAIS;7482;85886.0;True
2318;2018;062;75;22620001200012;DEP PAS-DE-CALAIS;7588;172106.15;True
2319;2018;062;76;22620001200012;DEP PAS-DE-CALAIS;7621;18041.25;True
2320;2018;062;77;22620001200012;DEP PAS-DE-CALAIS;7718;694286.46;True
2321;2018;063;10;22630001000015;DEP PUY-DE-DOME;1068;27167879.03;True
2322;2018;063;13;22630001000015;DEP PUY-DE-DOME;1341;383148.93;True
2323;2018;063;16;22630001000015;DEP PUY-DE-DOME;16449;17648415.25;True
2324;2018;063;70;22630001000015;DEP PUY-DE-DOME;7083;5925.03;True
2325;2018;063;73;22630001000015;DEP PUY-DE-DOME;7398;0.0;True
2326;2018;063;74;22630001000015;DEP PUY-DE-DOME;7478222;0.0;True
2327;2018;063;75;22630001000015;DEP PUY-DE-DOME;7588;2369959.45;True
2328;2018;063;76;22630001000015;DEP PUY-DE-DOME;7688;130732.33;True
2329;2018;063;77;22630001000015;DEP PUY-DE-DOME;7718;318118.43;True
2330;2018;064;10;22640001800876;DEP PYRENEES-ATLANTIQUES;1068;47513140.51;True
2331;2018;064;13;22640001800876;DEP PYRENEES-ATLANTIQUES;1341;1708702.0;True
2332;2018;064;16;22640001800876;DEP PYRENEES-ATLANTIQUES;16441;0.0;True
2333;2018;064;70;22640001800876;DEP PYRENEES-ATLANTIQUES;7083;47828.62;True
2334;2018;064;73;22640001800876;DEP PYRENEES-ATLANTIQUES;7398;0.0;True
2335;2018;064;74;22640001800876;DEP PYRENEES-ATLANTIQUES;7482;75964.0;True
2336;2018;064;75;22640001800876;DEP PYRENEES-ATLANTIQUES;7588;132744.52;True
2337;2018;064;76;22640001800876;DEP PYRENEES-ATLANTIQUES;7621;209.09;True
2338;2018;064;77;22640001800876;DEP PYRENEES-ATLANTIQUES;7718;744488.86;True
2339;2018;065;10;22650001500012;DEP HAUTES-PYRENEES;1068;28942605.31;True
2340;2018;065;13;22650001500012;DEP HAUTES-PYRENEES;1341;664428.0;True
2341;2018;065;16;22650001500012;DEP HAUTES-PYRENEES;16449;10999998.68;True
2342;2018;065;70;22650001500012;DEP HAUTES-PYRENEES;70848;351135.18;True
2343;2018;065;73;22650001500012;DEP HAUTES-PYRENEES;7322;402778.18;True
2344;2018;065;74;22650001500012;DEP HAUTES-PYRENEES;7482;17321.0;True
2345;2018;065;75;22650001500012;DEP HAUTES-PYRENEES;7588;1815.96;True
2346;2018;065;76;22650001500012;DEP HAUTES-PYRENEES;764;43.05;True
2347;2018;065;77;22650001500012;DEP HAUTES-PYRENEES;7718;58863.73;True
2348;2018;066;10;22660001300016;DEP PYRENEES-ORIENTALES;1068;1382123.85;True
2349;2018;066;13;22660001300016;DEP PYRENEES-ORIENTALES;13272;21438.76;True
2350;2018;066;16;22660001300016;DEP PYRENEES-ORIENTALES;16449;53735827.33;True
2351;2018;066;70;22660001300016;DEP PYRENEES-ORIENTALES;7083;28842.17;True
2352;2018;066;73;22660001300016;DEP PYRENEES-ORIENTALES;7322;817183.3;True
2353;2018;066;74;22660001300016;DEP PYRENEES-ORIENTALES;7482;43499.0;True
2354;2018;066;75;22660001300016;DEP PYRENEES-ORIENTALES;7588;230.06;True
2355;2018;066;76;22660001300016;DEP PYRENEES-ORIENTALES;7688;13665.7;True
2356;2018;066;77;22660001300016;DEP PYRENEES-ORIENTALES;7718;2962639.38;True
2357;2018;067;10;22670001100019;DEP BAS RHIN;1068;79148451.26;True
2358;2018;067;13;22670001100019;DEP BAS RHIN;13272;0.0;True
2359;2018;067;16;22670001100019;DEP BAS RHIN;16449;8000000.0;True
2360;2018;067;70;22670001100019;DEP BAS RHIN;7083;15.24;True
2361;2018;067;73;22670001100019;DEP BAS RHIN;7398;0.0;True
2362;2018;067;74;22670001100019;DEP BAS RHIN;7478222;77556.48;True
2363;2018;067;75;22670001100019;DEP BAS RHIN;7588;1054794.63;True
2364;2018;067;76;22670001100019;DEP BAS RHIN;7621;4022.06;True
2365;2018;067;77;22670001100019;DEP BAS RHIN;7718;15100.57;True
2366;2018;068;10;22680001900227;DEP HAUT-RHIN;1068;26020812.62;True
2367;2018;068;13;22680001900227;DEP HAUT-RHIN;1341;637876.82;True
2368;2018;068;16;22680001900227;DEP HAUT-RHIN;165;2662.97;True
2369;2018;068;70;22680001900227;DEP HAUT-RHIN;70878;141196.0;True
2370;2018;068;73;22680001900227;DEP HAUT-RHIN;7398;0.0;True
2371;2018;068;74;22680001900227;DEP HAUT-RHIN;7482;33426.0;True
2372;2018;068;75;22680001900227;DEP HAUT-RHIN;7588;1334437.01;True
2373;2018;068;76;22680001900227;DEP HAUT-RHIN;761;111018.33;True
2374;2018;068;77;22680001900227;DEP HAUT-RHIN;7718;47430.19;True
2375;2018;069;10;22690001700014;DEP RHONE;1068;5806036.72;True
2376;2018;069;13;22690001700014;DEP RHONE;1341;42055.0;True
2377;2018;069;16;22690001700014;DEP RHONE;16449;21929766.66;True
2378;2018;069;70;22690001700014;DEP RHONE;70848;1470144.17;True
2379;2018;069;73;22690001700014;DEP RHONE;7398;0.0;True
2380;2018;069;74;22690001700014;DEP RHONE;7482;31195.0;True
2381;2018;069;75;22690001700014;DEP RHONE;7588;19140014.94;True
2382;2018;069;76;22690001700014;DEP RHONE;761;1070114.08;True
2383;2018;069;77;22690001700014;DEP RHONE;7718;103158.93;True
2384;2018;070;10;22700001500015;DEP HAUTE-SAONE;1068;15425790.03;True
2385;2018;070;13;22700001500015;DEP HAUTE-SAONE;1341;0.0;True
2386;2018;070;16;22700001500015;DEP HAUTE-SAONE;16449;6641459.64;True
2387;2018;070;70;22700001500015;DEP HAUTE-SAONE;7083;240.0;True
2388;2018;070;73;22700001500015;DEP HAUTE-SAONE;7351;2449346.56;True
2389;2018;070;74;22700001500015;DEP HAUTE-SAONE;7482;12213.0;True
2390;2018;070;75;22700001500015;DEP HAUTE-SAONE;7588;403215.92;True
2391;2018;070;76;22700001500015;DEP HAUTE-SAONE;7621;339.46;True
2392;2018;070;77;22700001500015;DEP HAUTE-SAONE;7718;3272.0;True
2393;2018;071;10;22710001300688;DEP SAONE-ET-LOIRE;1068;11877382.36;True
2394;2018;071;13;22710001300688;DEP SAONE-ET-LOIRE;13272;0.0;True
2395;2018;071;16;22710001300688;DEP SAONE-ET-LOIRE;16449;26477705.51;True
2396;2018;071;70;22710001300688;DEP SAONE-ET-LOIRE;7083;6481.58;True
2397;2018;071;73;22710001300688;DEP SAONE-ET-LOIRE;7398;0.0;True
2398;2018;071;74;22710001300688;DEP SAONE-ET-LOIRE;7482;1560953.1;True
2399;2018;071;75;22710001300688;DEP SAONE-ET-LOIRE;7588;34395.75;True
2400;2018;071;76;22710001300688;DEP SAONE-ET-LOIRE;7621;175.23;True
2401;2018;071;77;22710001300688;DEP SAONE-ET-LOIRE;7718;111181.29;True
2402;2018;072;10;22720002900014;DEP SARTHE;1068;25402489.91;True
2403;2018;072;13;22720002900014;DEP SARTHE;1341;0.0;True
2404;2018;072;16;22720002900014;DEP SARTHE;165;0.0;True
2405;2018;072;70;22720002900014;DEP SARTHE;7083;1141148.75;True
2406;2018;072;73;22720002900014;DEP SARTHE;7398;0.0;True
2407;2018;072;74;22720002900014;DEP SARTHE;7482;24834.0;True
2408;2018;072;75;22720002900014;DEP SARTHE;7588;412061.22;True
2409;2018;072;76;22720002900014;DEP SARTHE;761;472.44;True
2410;2018;072;77;22720002900014;DEP SARTHE;777;0.0;True
2411;2018;073;10;22730001900014;DEP SAVOIE;1068;47952345.26;True
2412;2018;073;13;22730001900014;DEP SAVOIE;1341;0.0;True
2413;2018;073;16;22730001900014;DEP SAVOIE;16449;9764474.67;True
2414;2018;073;70;22730001900014;DEP SAVOIE;70878;407807.46;True
2415;2018;073;73;22730001900014;DEP SAVOIE;7322;1026249.63;True
2416;2018;073;74;22730001900014;DEP SAVOIE;7482;77183.0;True
2417;2018;073;75;22730001900014;DEP SAVOIE;7588;2808190.91;True
2418;2018;073;76;22730001900014;DEP SAVOIE;7621;368547.55;True
2419;2018;073;77;22730001900014;DEP SAVOIE;7718;434.41;True
2420;2018;074;10;22740001700074;DEP HAUTE-SAVOIE;1068;82247400.37;True
2421;2018;074;13;22740001700074;DEP HAUTE-SAVOIE;1341;3583886.0;True
2422;2018;074;16;22740001700074;DEP HAUTE-SAVOIE;16449;4666666.67;True
2423;2018;074;70;22740001700074;DEP HAUTE-SAVOIE;70878;467054.07;True
2424;2018;074;73;22740001700074;DEP HAUTE-SAVOIE;7398;0.0;True
2425;2018;074;74;22740001700074;DEP HAUTE-SAVOIE;7482;98119.0;True
2426;2018;074;75;22740001700074;DEP HAUTE-SAVOIE;7588;11001.99;True
2427;2018;074;76;22740001700074;DEP HAUTE-SAVOIE;7621;3937214.45;True
2428;2018;074;77;22740001700074;DEP HAUTE-SAVOIE;7718;2956.14;True
2429;2018;075;10;22750005500016;DEP PARIS;1068;45646114.71;True
2430;2018;075;13;22750005500016;DEP PARIS;1311;125349409.84;True
2431;2018;075;70;22750005500016;DEP PARIS;7083;46000.0;True
2432;2018;075;73;22750005500016;DEP PARIS;7398;0.0;True
2433;2018;075;74;22750005500016;DEP PARIS;7482;609509.0;True
2434;2018;075;75;22750005500016;DEP PARIS;7588;10280929.78;True
2435;2018;075;76;22750005500016;DEP PARIS;7621;904.38;True
2436;2018;075;77;22750005500016;DEP PARIS;777;0.0;True
2437;2018;076;10;22760540900019;DEP SEINE-MARITIME;1068;85437856.93;True
2438;2018;076;13;22760540900019;DEP SEINE-MARITIME;1341;0.0;True
2439;2018;076;16;22760540900019;DEP SEINE-MARITIME;16441;0.0;True
2440;2018;076;70;22760540900019;DEP SEINE-MARITIME;7083;89215.06;True
2441;2018;076;73;22760540900019;DEP SEINE-MARITIME;7398;0.0;True
2442;2018;076;74;22760540900019;DEP SEINE-MARITIME;7461;8518719.0;True
2443;2018;076;75;22760540900019;DEP SEINE-MARITIME;7588;843334.76;True
2444;2018;076;76;22760540900019;DEP SEINE-MARITIME;7688;949596.63;True
