prev_index;exer;ndept;COMPTE_T;ident;lbudg;COMPTE;value;remboursement
2445;2018;076;77;22760540900019;DEP SEINE-MARITIME;7718;209370.35;True
2446;2018;077;10;22770001000019;DEP SEINE-ET-MARNE;1068;115917286.76;True
2447;2018;077;13;22770001000019;DEP SEINE-ET-MARNE;1341;3097057.59;True
2448;2018;077;16;22770001000019;DEP SEINE-ET-MARNE;16449;27934610.04;True
2449;2018;077;70;22770001000019;DEP SEINE-ET-MARNE;7083;1724.45;True
2450;2018;077;73;22770001000019;DEP SEINE-ET-MARNE;7398;0.0;True
2451;2018;077;74;22770001000019;DEP SEINE-ET-MARNE;7482;73472.0;True
2452;2018;077;75;22770001000019;DEP SEINE-ET-MARNE;7588;27958.69;True
2453;2018;077;76;22770001000019;DEP SEINE-ET-MARNE;7621;38461.25;True
2454;2018;077;77;22770001000019;DEP SEINE-ET-MARNE;7718;3270539.46;True
2455;2018;078;10;22780646000019;DEP YVELINES;1068;79379330.09;True
2456;2018;078;13;22780646000019;DEP YVELINES;1341;664669.06;True
2457;2018;078;16;22780646000019;DEP YVELINES;165;3461.34;True
2458;2018;078;70;22780646000019;DEP YVELINES;7083;151202.42;True
2459;2018;078;73;22780646000019;DEP YVELINES;7398;0.0;True
2460;2018;078;74;22780646000019;DEP YVELINES;7478222;337500.0;True
2461;2018;078;75;22780646000019;DEP YVELINES;7588;1526115.11;True
2462;2018;078;76;22780646000019;DEP YVELINES;761;26.18;True
2463;2018;078;77;22780646000019;DEP YVELINES;7718;727241.36;True
2464;2018;079;10;22790001600352;DEP DEUX-SEVRES;1068;12000000.0;True
2465;2018;079;13;22790001600352;DEP DEUX-SEVRES;1341;0.0;True
2466;2018;079;16;22790001600352;DEP DEUX-SEVRES;16449;7694739.15;True
2467;2018;079;70;22790001600352;DEP DEUX-SEVRES;7083;317.41;True
2468;2018;079;73;22790001600352;DEP DEUX-SEVRES;7322;287520.98;True
2469;2018;079;74;22790001600352;DEP DEUX-SEVRES;7482;20930.0;True
2470;2018;079;75;22790001600352;DEP DEUX-SEVRES;7588;1855135.48;True
2471;2018;079;76;22790001600352;DEP DEUX-SEVRES;764;47.15;True
2472;2018;079;77;22790001600352;DEP DEUX-SEVRES;7718;144642.0;True
2473;2018;080;10;22800001400016;DEP SOMME;1068;22053910.17;True
2474;2018;080;13;22800001400016;DEP SOMME;1341;743270.28;True
2475;2018;080;16;22800001400016;DEP SOMME;16311;0.0;True
2476;2018;080;70;22800001400016;DEP SOMME;7083;600.0;True
2477;2018;080;73;22800001400016;DEP SOMME;7398;0.0;True
2478;2018;080;74;22800001400016;DEP SOMME;7482;41008.0;True
2479;2018;080;75;22800001400016;DEP SOMME;7588;844278.01;True
2480;2018;080;76;22800001400016;DEP SOMME;761;6.8;True
2481;2018;080;77;22800001400016;DEP SOMME;7718;0.33;True
2482;2018;081;10;22810001200019;DEP TARN;1068;11764624.68;True
2483;2018;081;13;22810001200019;DEP TARN;1341;2258290.0;True
2484;2018;081;16;22810001200019;DEP TARN;165;0.0;True
2485;2018;081;70;22810001200019;DEP TARN;70878;58804.6;True
2486;2018;081;73;22810001200019;DEP TARN;7351;4640307.33;True
2487;2018;081;74;22810001200019;DEP TARN;7461;2303866.0;True
2488;2018;081;75;22810001200019;DEP TARN;7588;58372.29;True
2489;2018;081;77;22810001200019;DEP TARN;7718;84.0;True
2490;2018;082;10;22820001000012;DEP TARN-ET-GARONNE;1068;14174998.78;True
2491;2018;082;13;22820001000012;DEP TARN-ET-GARONNE;1341;2924.0;True
2492;2018;082;16;22820001000012;DEP TARN-ET-GARONNE;16441;0.0;True
2493;2018;082;70;22820001000012;DEP TARN-ET-GARONNE;7083;36300.0;True
2494;2018;082;73;22820001000012;DEP TARN-ET-GARONNE;7398;0.0;True
2495;2018;082;74;22820001000012;DEP TARN-ET-GARONNE;7461;1652594.0;True
2496;2018;082;75;22820001000012;DEP TARN-ET-GARONNE;7588;223889.16;True
2497;2018;082;76;22820001000012;DEP TARN-ET-GARONNE;764;3.94;True
2498;2018;082;77;22820001000012;DEP TARN-ET-GARONNE;7718;290399.39;True
2499;2018;083;10;22830001800113;DEP VAR;1068;64059006.83;True
2500;2018;083;13;22830001800113;DEP VAR;13272;13344.44;True
2501;2018;083;16;22830001800113;DEP VAR;165;0.0;True
2502;2018;083;70;22830001800113;DEP VAR;70848;3570190.55;True
2503;2018;083;73;22830001800113;DEP VAR;7398;0.0;True
2504;2018;083;74;22830001800113;DEP VAR;7461;3015602.0;True
2505;2018;083;75;22830001800113;DEP VAR;7588;2049465.35;True
2506;2018;083;77;22830001800113;DEP VAR;7718;594056.7;True
2507;2018;084;10;22840001600017;DEP VAUCLUSE;1068;29596058.08;True
2508;2018;084;13;22840001600017;DEP VAUCLUSE;1341;1397032.03;True
2509;2018;084;16;22840001600017;DEP VAUCLUSE;16449;6831263.29;True
2510;2018;084;70;22840001600017;DEP VAUCLUSE;70848;492742.39;True
2511;2018;084;73;22840001600017;DEP VAUCLUSE;7351;7222369.31;True
2512;2018;084;74;22840001600017;DEP VAUCLUSE;7482;71052.0;True
2513;2018;084;75;22840001600017;DEP VAUCLUSE;7588;1914238.28;True
2514;2018;084;76;22840001600017;DEP VAUCLUSE;7688;143646.62;True
2515;2018;084;77;22840001600017;DEP VAUCLUSE;7718;159678.9;True
2516;2018;085;10;22850001300658;DEP VENDEE;1068;95841120.72;True
2517;2018;085;13;22850001300658;DEP VENDEE;1318;0.0;True
2518;2018;085;16;22850001300658;DEP VENDEE;165;48951.19;True
2519;2018;085;70;22850001300658;DEP VENDEE;7083;1291000.0;True
2520;2018;085;73;22850001300658;DEP VENDEE;7398;0.0;True
2521;2018;085;74;22850001300658;DEP VENDEE;7482;65911.0;True
2522;2018;085;75;22850001300658;DEP VENDEE;7588;1412738.52;True
2523;2018;085;76;22850001300658;DEP VENDEE;766;2.27;True
2524;2018;085;77;22850001300658;DEP VENDEE;7718;5759.21;True
2525;2018;086;10;22860001100016;DEP VIENNE;1068;5612262.44;True
2526;2018;086;13;22860001100016;DEP VIENNE;1341;3197930.8;True
2527;2018;086;16;22860001100016;DEP VIENNE;165;0.0;True
2528;2018;086;70;22860001100016;DEP VIENNE;70848;63366.2;True
2529;2018;086;73;22860001100016;DEP VIENNE;7398;0.0;True
2530;2018;086;74;22860001100016;DEP VIENNE;7482;23092.0;True
2531;2018;086;75;22860001100016;DEP VIENNE;7588;11865.14;True
2532;2018;086;76;22860001100016;DEP VIENNE;7621;2224.73;True
2533;2018;086;77;22860001100016;DEP VIENNE;7718;580124.32;True
2534;2018;087;10;22870851700989;DEP HAUTE-VIENNE;1068;22614779.61;True
2535;2018;087;13;22870851700989;DEP HAUTE-VIENNE;1341;2048022.02;True
2536;2018;087;16;22870851700989;DEP HAUTE-VIENNE;16449;0.0;True
2537;2018;087;70;22870851700989;DEP HAUTE-VIENNE;70878;925983.26;True
2538;2018;087;73;22870851700989;DEP HAUTE-VIENNE;7398;0.0;True
2539;2018;087;74;22870851700989;DEP HAUTE-VIENNE;7461;3677999.0;True
2540;2018;087;75;22870851700989;DEP HAUTE-VIENNE;7588;167018.37;True
2541;2018;087;77;22870851700989;DEP HAUTE-VIENNE;7718;33224.02;True
2542;2018;088;10;22880001700011;DEP VOSGES;1068;30466991.91;True
2543;2018;088;13;22880001700011;DEP VOSGES;1341;0.0;True
2544;2018;088;16;22880001700011;DEP VOSGES;1641;25000000.0;True
2545;2018;088;70;22880001700011;DEP VOSGES;7083;1129.0;True
2546;2018;088;73;22880001700011;DEP VOSGES;7398;0.0;True
2547;2018;088;74;22880001700011;DEP VOSGES;7482;20867.0;True
2548;2018;088;75;22880001700011;DEP VOSGES;7588;62605.89;True
2549;2018;088;76;22880001700011;DEP VOSGES;761;21132.67;True
2550;2018;088;77;22880001700011;DEP VOSGES;7718;6108.73;True
2551;2018;089;10;22890001500139;DEP YONNE;1068;240332.17;True
2552;2018;089;13;22890001500139;DEP YONNE;13272;0.0;True
2553;2018;089;16;22890001500139;DEP YONNE;16449;5186249.18;True
2554;2018;089;70;22890001500139;DEP YONNE;7083;29727.96;True
2555;2018;089;73;22890001500139;DEP YONNE;7322;282848.71;True
2556;2018;089;74;22890001500139;DEP YONNE;7461;3609854.0;True
2557;2018;089;75;22890001500139;DEP YONNE;7588;580517.63;True
2558;2018;089;76;22890001500139;DEP YONNE;7688;629.38;True
2559;2018;089;77;22890001500139;DEP YONNE;7718;1998206.86;True
2560;2018;090;10;22900001300040;DEP TERRITOIRE-BELFORT;1068;9797416.02;True
2561;2018;090;13;22900001300040;DEP TERRITOIRE-BELFORT;1341;567321.35;True
2562;2018;090;16;22900001300040;DEP TERRITOIRE-BELFORT;165;0.0;True
2563;2018;090;70;22900001300040;DEP TERRITOIRE-BELFORT;70878;118944.25;True
2564;2018;090;73;22900001300040;DEP TERRITOIRE-BELFORT;7322;146445.44;True
2565;2018;090;74;22900001300040;DEP TERRITOIRE-BELFORT;7482;7077.0;True
2566;2018;090;75;22900001300040;DEP TERRITOIRE-BELFORT;7588;650889.42;True
2567;2018;090;76;22900001300040;DEP TERRITOIRE-BELFORT;761;72524.58;True
2568;2018;090;77;22900001300040;DEP TERRITOIRE-BELFORT;7718;6.98;True
2569;2018;091;10;22910228000018;DEP ESSONNE;1068;69129429.15;True
2570;2018;091;13;22910228000018;DEP ESSONNE;1313;54801.04;True
2571;2018;091;16;22910228000018;DEP ESSONNE;16449;110149000.0;True
2572;2018;091;70;22910228000018;DEP ESSONNE;70848;664906.99;True
2573;2018;091;73;22910228000018;DEP ESSONNE;7322;1701545.32;True
2574;2018;091;74;22910228000018;DEP ESSONNE;7478222;71500.0;True
2575;2018;091;75;22910228000018;DEP ESSONNE;7588;1267209.6;True
2576;2018;091;76;22910228000018;DEP ESSONNE;7621;163233.11;True
2577;2018;091;77;22910228000018;DEP ESSONNE;7718;1178064.44;True
2578;2018;092;10;22920050600611;DEP HAUTS-DE-SEINE;1068;278395849.14;True
2579;2018;092;13;22920050600611;DEP HAUTS-DE-SEINE;1313;0.0;True
2580;2018;092;16;22920050600611;DEP HAUTS-DE-SEINE;165;12350.0;True
2581;2018;092;70;22920050600611;DEP HAUTS-DE-SEINE;70848;6690007.26;True
2582;2018;092;73;22920050600611;DEP HAUTS-DE-SEINE;7398;0.0;True
2583;2018;092;74;22920050600611;DEP HAUTS-DE-SEINE;7472;711502.27;True
2584;2018;092;75;22920050600611;DEP HAUTS-DE-SEINE;7588;630767.94;True
2585;2018;092;76;22920050600611;DEP HAUTS-DE-SEINE;7621;2854.1;True
2586;2018;092;77;22920050600611;DEP HAUTS-DE-SEINE;7718;360628.5;True
2587;2018;093;10;22930008201453;DEP SEINE-SAINT-DENIS;1068;57232634.21;True
2588;2018;093;13;22930008201453;DEP SEINE-SAINT-DENIS;13272;0.0;True
2589;2018;093;16;22930008201453;DEP SEINE-SAINT-DENIS;165;155850.0;True
2590;2018;093;70;22930008201453;DEP SEINE-SAINT-DENIS;7083;282500.53;True
2591;2018;093;73;22930008201453;DEP SEINE-SAINT-DENIS;7398;0.0;True
2592;2018;093;74;22930008201453;DEP SEINE-SAINT-DENIS;7461;6784118.0;True
2593;2018;093;75;22930008201453;DEP SEINE-SAINT-DENIS;7588;12083967.06;True
2594;2018;093;76;22930008201453;DEP SEINE-SAINT-DENIS;7688;48892.9;True
2595;2018;093;77;22930008201453;DEP SEINE-SAINT-DENIS;7718;28429909.14;True
2596;2018;094;10;22940028800010;DEP DU VAL-DE-MARNE;1068;71712935.04;True
2597;2018;094;13;22940028800010;DEP DU VAL-DE-MARNE;13272;0.0;True
2598;2018;094;16;22940028800010;DEP DU VAL-DE-MARNE;16449;62150190.29;True
2599;2018;094;70;22940028800010;DEP DU VAL-DE-MARNE;70878;6158290.27;True
2600;2018;094;73;22940028800010;DEP DU VAL-DE-MARNE;7398;0.0;True
2601;2018;094;74;22940028800010;DEP DU VAL-DE-MARNE;7461;5388762.0;True
2602;2018;094;75;22940028800010;DEP DU VAL-DE-MARNE;7588;1137269.0;True
2603;2018;094;76;22940028800010;DEP DU VAL-DE-MARNE;761;723303.0;True
2604;2018;094;77;22940028800010;DEP DU VAL-DE-MARNE;7718;6103955.13;True
2605;2018;095;10;22950127500015;DEP VAL-D'OISE;1068;58737925.9;True
2606;2018;095;13;22950127500015;DEP VAL-D'OISE;1341;345627.48;True
2607;2018;095;16;22950127500015;DEP VAL-D'OISE;16449;24666666.58;True
2608;2018;095;70;22950127500015;DEP VAL-D'OISE;70848;263251.21;True
2609;2018;095;73;22950127500015;DEP VAL-D'OISE;7398;0.0;True
2610;2018;095;74;22950127500015;DEP VAL-D'OISE;7482;64283.0;True
2611;2018;095;75;22950127500015;DEP VAL-D'OISE;7588;15189.12;True
2612;2018;095;76;22950127500015;DEP VAL-D'OISE;7688;670648.58;True
2613;2018;095;77;22950127500015;DEP VAL-D'OISE;7718;118153.71;True
2614;2018;101;10;22971001700018;DEP GUADELOUPE;1068;41426394.61;True
2615;2018;101;13;22971001700018;DEP GUADELOUPE;1341;1509140.35;True
2616;2018;101;16;22971001700018;DEP GUADELOUPE;16449;9048669.0;True
2617;2018;101;70;22971001700018;DEP GUADELOUPE;7083;481242.94;True
2618;2018;101;73;22971001700018;DEP GUADELOUPE;7398;0.0;True
2619;2018;101;74;22971001700018;DEP GUADELOUPE;7461;8822609.0;True
2620;2018;101;75;22971001700018;DEP GUADELOUPE;7588;28615.15;True
2621;2018;101;76;22971001700018;DEP GUADELOUPE;7688;3.67;True
2622;2018;101;77;22971001700018;DEP GUADELOUPE;7718;3375253.72;True
2623;2018;104;10;22974001400019;DEP REUNION;1068;54112436.12;True
2624;2018;104;13;22974001400019;DEP REUNION;1341;2583426.0;True
2625;2018;104;16;22974001400019;DEP REUNION;16441;0.0;True
2626;2018;104;70;22974001400019;DEP REUNION;70848;225578.37;True
2627;2018;104;73;22974001400019;DEP REUNION;7351;5797202.74;True
2628;2018;104;74;22974001400019;DEP REUNION;7482;33801.0;True
2629;2018;104;75;22974001400019;DEP REUNION;7588;2339306.22;True
2630;2018;104;76;22974001400019;DEP REUNION;7621;7172.65;True
2631;2018;104;77;22974001400019;DEP REUNION;7718;1383485.72;True
2632;2018;106;10;22985000300018;DEP MAYOTTE;1068;44661999.02;True
2633;2018;106;13;22985000300018;DEP MAYOTTE;1341;6434434.9;True
2634;2018;106;16;22985000300018;DEP MAYOTTE;1641;0.0;True
2635;2018;106;70;22985000300018;DEP MAYOTTE;70323;6604110.99;True
2636;2018;106;73;22985000300018;DEP MAYOTTE;7398;0.0;True
2637;2018;106;74;22985000300018;DEP MAYOTTE;7461;1946605.0;True
2638;2018;106;75;22985000300018;DEP MAYOTTE;75342;94195.24;True
2639;2018;106;76;22985000300018;DEP MAYOTTE;761;1750043.11;True
2640;2018;106;77;22985000300018;DEP MAYOTTE;7718;214310.67;True
